STATE,COUNTY,TRACTFIPS_STR,POPULATION,BUILDVALUE,AREA,RISK_SCORE,RISK_RATNG,EAL_SCORE,EAL_VALT,SOVI_SCORE,RESL_SCORE,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,EAL_PER_CAPITA,ALT_EAL_PC_PCTL,ALT_SVI_PCTL,ALT_LACK_RESILIENCE,ALT_RISK_SCORE,ALT_RISK_RATNG,RISK_SCORE_DIFF,ABS_RISK_SCORE_DIFF
Iowa,Appanoose,19007950100,2567,795324753.0,160.12067058000002,76.1977810281474,Relatively Moderate,80.0361697630176,2501205.2549325903,38.63649825,47.91730837578486,0.7464,0.3883,0.1176,0.3838,0.5152,974.3690124396534,76.12505921364281,51.519999999999996,52.08269162421514,62.67668038977155,Relatively High,-13.521100638375856,13.521100638375856
Iowa,Appanoose,19007950200,1719,726648179.0,141.12901062,86.62790006302548,Relatively High,78.97573807454728,2428021.2982836026,80.88135995,47.91730837578486,0.5432,0.1223,0.3203,0.459,0.358,1412.461488239443,88.12884888678352,35.8,52.08269162421514,61.79038574268485,Relatively High,-24.83751432034063,24.83751432034063
Iowa,Appanoose,19007950300,2975,913780291.0,7.303943400000001,68.15311619278656,Relatively Moderate,60.75345844000282,1655107.2147909552,69.06947817,47.91730837578486,0.7744,0.5421,0.2788,0.9349,0.8002,556.3385595935983,47.12458550450024,80.02,52.08269162421514,61.02646722065738,Relatively High,-7.126648972129175,7.126648972129175
Iowa,Appanoose,19007950400,2887,956269630.0,7.092647250000001,62.352395562056294,Relatively Moderate,57.614439720976115,1565507.0293351568,61.11295386,47.91730837578486,0.8754,0.6229,0.4894,0.8204,0.8496,542.2608345462961,45.92136428233065,84.96000000000001,52.08269162421514,62.46101767068107,Relatively High,0.10862210862477895,0.10862210862477895
Iowa,Appanoose,19007950500,2163,480269834.0,205.81675335,87.31047768541971,Relatively High,72.97719425981165,2113835.2212692234,96.4591601,47.91730837578486,0.8227,0.6846,0.0011,0.4624,0.6611,977.2700976741671,76.21980104216011,66.11,52.08269162421514,68.55531421260433,Relatively High,-18.755163472815383,18.755163472815383
Iowa,Audubon,19009070100,1800,881702381.0,302.67638583,95.99253207758076,Relatively High,97.00659980740777,5711004.414004022,41.38897115,84.91766378391186,0.3861,0.7845,0.1467,0.0696,0.2682,3172.7802300022345,97.54618664140217,26.82,15.082336216088137,56.886134421044204,Relatively Moderate,-39.10639765653656,39.10639765653656
Iowa,Audubon,19009070200,2248,674069047.0,18.97921077,80.28730096440844,Relatively Moderate,76.99814453813092,2313923.0536370175,65.77326305,84.91766378391186,0.5825,0.7217,0.2452,0.3165,0.5062,1029.3252017958264,78.28517290383704,50.62,15.082336216088137,57.738678239139894,Relatively Moderate,-22.54862272526855,22.54862272526855
Iowa,Audubon,19009070300,1626,684681837.0,126.22696827,93.41800149834113,Relatively High,89.71862742795406,3445848.2800047207,82.11099923,84.91766378391186,0.2817,0.2828,0.1825,0.4422,0.2615,2119.217884381747,94.90288962576979,26.150000000000002,15.082336216088137,55.428650764009625,Relatively Moderate,-37.9893507343315,37.9893507343315
Iowa,Benton,19011960100,3100,826483686.0,91.48212411,30.341407727159215,Relatively Low,57.70486412852009,1567578.0849524343,9.209856068,88.04288591399123,0.1089,0.1762,0.3147,0.1246,0.073,505.67034998465624,42.52013263855993,7.3,11.957114086008772,23.84762680025328,Relatively Low,-6.493780926905934,6.493780926905934
Iowa,Benton,19011960200,3178,1308382297.0,265.16811672,82.53719096714352,Relatively Moderate,90.07680202926464,3504819.803682942,19.95676124,88.04288591399123,0.3468,0.1324,0.1221,0.0954,0.1021,1102.8382012847521,80.80530554239697,10.209999999999999,11.957114086008772,42.23995460697995,Relatively Moderate,-40.297236360163566,40.297236360163566
Iowa,Benton,19011960300,5122,1288126479.0,12.000863160000002,88.52817713721711,Relatively High,87.56957982009067,3155382.3405273715,60.80199017,88.04288591399123,0.5567,0.9596,0.3516,0.716,0.7621,616.0449708175266,52.58171482709616,76.21,11.957114086008772,55.939338785094584,Relatively Moderate,-32.58883835212253,32.58883835212253
Iowa,Benton,19011960400,3246,895724438.0,103.95589308,64.07192037387178,Relatively Moderate,68.34323695892148,1917571.8071425604,40.79429011,88.04288591399123,0.2862,0.2211,0.0571,0.5118,0.2525,590.7491704074431,50.431075319753674,25.25,11.957114086008772,34.58755100679047,Relatively Low,-29.484369367081307,29.484369367081307
Iowa,Benton,19011960500,5774,1555415137.0,108.27427572,78.01243860963457,Relatively Moderate,84.67482443572821,2855972.701087381,28.79049932,88.04288591399123,0.0404,0.092,0.0392,0.0483,0.0112,494.626377050118,41.37375651350071,1.1199999999999999,11.957114086008772,20.859757543976635,Relatively Low,-57.15268106565794,57.15268106565794
Iowa,Benton,19011960600,2617,933415522.0,128.17769913,36.56665834254932,Relatively Low,64.57594475890738,1779325.8640482365,9.209856068,88.04288591399123,0.4456,0.5017,0.2945,0.6083,0.4804,679.9105326894293,58.19043107531975,48.04,11.957114086008772,47.19526109679521,Relatively Moderate,10.62860275424589,10.62860275424589
Iowa,Benton,19011960700,2521,840944474.0,16.55715945,28.736042238949732,Relatively Low,30.799492683843393,950963.8299493156,42.18622283,88.04288591399123,0.477,0.1998,0.2083,0.5802,0.3771,377.21690993626163,28.327806726669824,37.71,11.957114086008772,29.625080139902735,Relatively Low,0.889037900953003,0.889037900953003
Iowa,Black Hawk,19013000100,1773,899987745.0,0.82003662,42.150951922276526,Relatively Low,24.069333208070084,818694.3494227089,96.09311141,91.48560597085653,0.9237,0.3199,0.9574,0.9113,0.899,461.756542257591,37.820937944102326,89.9,8.514394029143475,54.25658117921757,Relatively Moderate,12.105629256941043,12.105629256941043
Iowa,Black Hawk,19013000200,2855,354898523.0,0.43259034,25.427800173617303,Relatively Low,12.404584634896777,585359.3198073378,95.31362909,91.48560597085653,0.9776,0.9708,0.9922,0.6139,0.9585,205.02953408313059,8.612032212221695,95.85000000000001,8.514394029143475,43.492573599871285,Relatively Moderate,18.064773426253982,18.064773426253982
Iowa,Black Hawk,19013000300,2857,298754215.0,0.54866253,20.34295363466638,Relatively Low,17.85823331845832,698758.3085412079,57.40982053,91.48560597085653,0.945,0.9798,0.9485,0.8967,0.9798,244.57763687126635,13.330175272382757,97.98,8.514394029143475,46.467737976943766,Relatively Moderate,26.124784342277387,26.124784342277387
Iowa,Black Hawk,19013000400,1590,859920377.0,1.32603666,18.14419749562984,Very Low,17.946309040092068,700514.3691318413,48.62583664,91.48560597085653,0.7452,0.5163,0.6237,0.3266,0.615,440.5750749256864,35.52818569398389,61.5,8.514394029143475,41.86484266666427,Relatively Moderate,23.720645171034434,23.720645171034434
Iowa,Black Hawk,19013000500,1570,255754544.0,0.75075936,8.431141712152023,Very Low,3.82013763299434,355014.40470839984,89.70680566,91.48560597085653,0.9652,0.7553,0.9496,0.1695,0.8159,226.12382465503174,11.189009947891995,81.58999999999999,8.514394029143475,38.94821358092291,Relatively Low,30.517071868770888,30.517071868770888
Iowa,Black Hawk,19013000700,1377,175592568.0,0.31356663,5.16452023355095,Very Low,2.066843601005238,276397.41234702984,93.89089617,91.48560597085653,0.9641,0.9899,0.9854,0.8575,0.9843,200.72433721643415,8.166745618190431,98.42999999999999,8.514394029143475,44.324194632557216,Relatively Moderate,39.15967439900626,39.15967439900626
Iowa,Black Hawk,19013000800,3613,600284606.0,4.24535982,36.452499018943314,Relatively Low,31.435986565516593,963402.7832380516,62.77438844,91.48560597085653,0.9293,0.6914,0.8914,0.6947,0.89,266.6489851198593,15.821885362387494,89.0,8.514394029143475,43.997007517445894,Relatively Moderate,7.54450849850258,7.54450849850258
